Jahr,Altersgruppe,Woche,Tote
2007,0-30,42,172
2007,0-30,43,180
2007,0-30,44,156
2007,0-30,45,174
2007,0-30,46,167
2007,0-30,47,168
2007,0-30,48,198
2007,0-30,49,169
2007,0-30,50,163
2007,0-30,51,176
2007,0-30,52,X
2007,0-30,53,
2007,30-35,1,61
2007,30-35,2,54
2007,30-35,3,41
2007,30-35,4,37
2007,30-35,5,50
2007,30-35,6,50
2007,30-35,7,54
2007,30-35,8,64
2007,30-35,9,54
2007,30-35,10,44
2007,30-35,11,57
2007,30-35,12,60
2007,30-35,13,39
2007,30-35,14,55
2007,30-35,15,42
2007,30-35,16,47
2007,30-35,17,54
2007,30-35,18,49
2007,30-35,19,51
2007,30-35,20,45
2007,30-35,21,36
2007,30-35,22,52
2007,30-35,23,59
2007,30-35,24,47
2007,30-35,25,63
2007,30-35,26,54
2007,30-35,27,55
2007,30-35,28,49
2007,30-35,29,48
2007,30-35,30,49
2007,30-35,31,48
2007,30-35,32,58
2007,30-35,33,45
2007,30-35,34,33
2007,30-35,35,44
2007,30-35,36,58
2007,30-35,37,47
2007,30-35,38,46
2007,30-35,39,52
2007,30-35,40,51
2007,30-35,41,52
2007,30-35,42,49
2007,30-35,43,29
2007,30-35,44,43
2007,30-35,45,41
2007,30-35,46,53
2007,30-35,47,48
2007,30-35,48,57
